AccX_entropy,AccX_complexity,AccX_fisher,AccX_shannon,Class,AccY_entropy,AccY_complexity,AccY_fisher,AccY_shannon,AccZ_entropy,AccZ_complexity,AccZ_fisher,AccZ_shannon,GyroX_entropy,GyroX_complexity,GyroX_fisher,GyroX_shannon,GyroY_entropy,GyroY_complexity,GyroY_fisher,GyroY_shannon,GyroZ_entropy,GyroZ_complexity,GyroZ_fisher,GyroZ_shannon,Timestamp_entropy,Timestamp_complexity,Timestamp_fisher,Timestamp_shannon
0.9823922827446225,0.023318261231050436,0.021495961351731232,0.9823922827446225,NORMAL,0.9887453528237512,0.015291390861209784,0.023938766619374167,0.9887453528237512,0.9793983143104044,0.028102100646320467,0.03378234754305201,0.9793983143104044,0.9905011657493736,0.012446953714061739,0.01714067556806237,0.9905011657493736,0.985387489195535,0.019521557415586428,0.028775156639479275,0.985387489195535,0.9616301214034345,0.047029124852848575,0.027004962174952876,0.9616301214034345,-0.0,-0.0,1.0,0.0
0.9831506716330073,0.022292851855666023,0.02120386580836774,0.9831506716330073,NORMAL,0.9889769846166839,0.015016589782660838,0.02347764187850342,0.9889769846166839,0.9793983143104044,0.028102100646320467,0.03337136276996673,0.9793983143104044,0.9896376831625296,0.013700746513398889,0.01869445967167821,0.9896376831625296,0.9865811896698308,0.01789545655073447,0.025569380412912106,0.9865811896698308,0.9617135067733121,0.046953066343008644,0.027014606792345654,0.9617135067733121,-0.0,-0.0,1.0,0.0
0.9832715357806051,0.022147935212597284,0.02179868772093793,0.9832715357806051,NORMAL,0.9894894296824298,0.014373031666642095,0.022154196031215996,0.9894894296824298,0.9788365493531105,0.028745739159774516,0.03404977736585883,0.9788365493531105,0.9887742005756855,0.01495233244906695,0.020921987657106105,0.9887742005756855,0.986729013693935,0.017697637578553867,0.025048510270432044,0.986729013693935,0.9624368213822039,0.04630207593815508,0.026868342225026,0.9624368213822039,-0.0,-0.0,1.0,0.0
0.9827670002885269,0.022861409314301574,0.024067904192007442,0.9827670002885269,NORMAL,0.9893786620370945,0.01450134479372673,0.021277818500836383,0.9893786620370945,0.9788365493531105,0.028745739159774516,0.0338619496968163,0.9788365493531105,0.9890834168466772,0.014609918152677894,0.021386316483953435,0.9890834168466772,0.9862165686281888,0.01833763121409494,0.026545931439342866,0.9862165686281888,0.962634800653431,0.04610044339971458,0.02703681089960077,0.962634800653431,-0.0,-0.0,1.0,0.0
0.9823653228681162,0.023369713807314122,0.02607490682361129,0.9823653228681162,NORMAL,0.9893786620370945,0.01450134479372673,0.02146679094407113,0.9893786620370945,0.9777093768181491,0.030415649641795682,0.03666473723027419,0.9777093768181491,0.9889620405628606,0.014756934517797006,0.02150277820644319,0.9889620405628606,0.9864704220244955,0.01802298755636755,0.02670262539884106,0.9864704220244955,0.9616964152171356,0.047064983293240235,0.027253267166027936,0.9616964152171356,-0.0,-0.0,1.0,0.0
0.9838255483777079,0.021485226505181677,0.023653284739484418,0.9838255483777079,NORMAL,0.9891248086407882,0.014817847187681294,0.020726518034099646,0.9891248086407882,0.977071852077362,0.03128604984255778,0.03896622386768362,0.977071852077362,0.9885586611194822,0.015272931090616289,0.022418567295904003,0.9885586611194822,0.9863374327757869,0.01819176092200112,0.02714651291924847,0.9863374327757869,0.9618867329261723,0.046792680516091804,0.02614767612349675,0.9618867329261723,-0.0,-0.0,1.0,0.0
0.9844630731184947,0.020602181728228003,0.02321810713507903,0.9844630731184947,NORMAL,0.9892577978894969,0.014648129464819833,0.01996712724288551,0.9892577978894969,0.9761072922692962,0.0324373432747923,0.04071533722875193,0.9761072922692962,0.9875831590623659,0.016552942323451537,0.024810384592411826,0.9875831590623659,0.9864323472104779,0.018091833255542183,0.027135132025734792,0.9864323472104779,0.9604265074165808,0.0485952238789454,0.02673113519305343,0.9604265074165808,-0.0,-0.0,1.0,0.0
0.9844630731184947,0.020602181728228003,0.02321810713507903,0.9844630731184947,NORMAL,0.9890448007632004,0.01488946877144508,0.02036911929486141,0.9890448007632004,0.977395907178283,0.03074502906359707,0.03822223727042817,0.977395907178283,0.9873282300160752,0.016868968557930897,0.025338100565891773,0.9873282300160752,0.9857948224696907,0.018978321340706573,0.02887067717388537,0.9857948224696907,0.961397893431262,0.047386390201759866,0.024972782279472402,0.961397893431262,-0.0,-0.0,1.0,0.0
0.9854437764664944,0.019218460895066795,0.020439839045735708,0.9854437764664944,NORMAL,0.9889340331178653,0.015017664949780244,0.019784114734829827,0.9889340331178653,0.9781769754839269,0.029776045866888888,0.03717991596664194,0.9781769754839269,0.9880099452764559,0.01598966100421643,0.024341711456155976,0.9880099452764559,0.9866546616700924,0.017737070229110842,0.026966306301223188,0.9866546616700924,0.961397893431262,0.047386390201759866,0.026508206165333684,0.961397893431262,-0.0,-0.0,1.0,0.0
0.9843166039315329,0.02091099955959634,0.021966042200476432,0.9843166039315329,NORMAL,0.9881756442294806,0.016054891890140328,0.02154366523572169,0.9881756442294806,0.9778912545005439,0.030071747939104977,0.038291654773269436,0.9778912545005439,0.9882238449329481,0.015748375224453607,0.024427498778680813,0.9882238449329481,0.9864323472104779,0.018091833255542183,0.027615423095430476,0.9864323472104779,0.9609282728096111,0.04775922362422231,0.02691079116244688,0.9609282728096111,-0.0,-0.0,1.0,0.0
0.9845974172043459,0.020545996930069244,0.020403476395031317,0.9845974172043459,NORMAL,0.9888131689702677,0.015164318951879958,0.01962454577758097,0.9888131689702677,0.9778912545005439,0.030071747939104616,0.03836361301429032,0.9778912545005439,0.98735100553256,0.016914615933653464,0.02627103313946281,0.98735100553256,0.985705497258785,0.019164003473165853,0.029211305192226512,0.985705497258785,0.9598806794686711,0.0489495384725791,0.026571862753900406,0.9598806794686711,-0.0,-0.0,1.0,0.0
