AccX_entropy,AccX_complexity,AccX_fisher,AccX_shannon,Class,AccY_entropy,AccY_complexity,AccY_fisher,AccY_shannon,AccZ_entropy,AccZ_complexity,AccZ_fisher,AccZ_shannon,GyroX_entropy,GyroX_complexity,GyroX_fisher,GyroX_shannon,GyroY_entropy,GyroY_complexity,GyroY_fisher,GyroY_shannon,GyroZ_entropy,GyroZ_complexity,GyroZ_fisher,GyroZ_shannon,Timestamp_entropy,Timestamp_complexity,Timestamp_fisher,Timestamp_shannon
0.9719027633477157,0.036849108244780875,0.037161287388853284,0.9719027633477157,NORMAL,0.9796901827993306,0.028503150472087155,0.0443296287087105,0.9796901827993306,0.975522606177321,0.03311825437088351,0.04256598652713953,0.975522606177321,0.9909346175254731,0.011761006787718306,0.016586356092901183,0.9909346175254731,0.9782607957974174,0.028999447740123505,0.04393212108555239,0.9782607957974174,0.9583692040709797,0.05173414110179248,0.034402986276843676,0.9583692040709797,-0.0,-0.0,1.0,0.0
0.9719027633477157,0.036849108244780514,0.03765003405770066,0.9719027633477157,NORMAL,0.9803657472717745,0.02768056559825643,0.0432833295071192,0.9803657472717745,0.9757454046003043,0.0328516704013298,0.04013756362457638,0.9757454046003043,0.9906352508951964,0.012186685709348489,0.01754265623635002,0.9906352508951964,0.9780827254474517,0.02918841562043495,0.043964744685781744,0.9780827254474517,0.9585068653606831,0.05161659231043841,0.03708126024820627,0.9585068653606831,-0.0,-0.0,1.0,0.0
0.9734852055023739,0.03458590980000538,0.0365639482762921,0.9734852055023739,NORMAL,0.980705652666829,0.02732805117411008,0.04305293267440213,0.980705652666829,0.9757454046003043,0.0328516704013298,0.04013756362457638,0.9757454046003043,0.9894955512069628,0.013779209837435732,0.0197379466774213,0.9894955512069628,0.9774839228117187,0.029868325294871302,0.04382948636159108,0.9774839228117187,0.959693480706903,0.050534171632130594,0.0388059475085168,0.959693480706903,-0.0,-0.0,1.0,0.0
0.9715267591349661,0.0372554166391394,0.041915816307051414,0.9715267591349661,NORMAL,0.9808837230167948,0.027138210376335986,0.04157070455548748,0.9808837230167948,0.975522606177321,0.03311825437088351,0.03867800083798848,0.975522606177321,0.990174954113909,0.012935659567673402,0.01892369401650224,0.990174954113909,0.9764684529442202,0.031036734945792573,0.04462994589850955,0.9764684529442202,0.959693480706903,0.050534171632130594,0.03637011260786519,0.959693480706903,-0.0,-0.0,1.0,0.0
0.9705112892674678,0.03840859736754725,0.046427180641921556,0.9705112892674678,NORMAL,0.980883723016795,0.027138210376335268,0.04235841414028645,0.980883723016795,0.9729600910212416,0.036878278896649394,0.04357746577863803,0.9729600910212416,0.9897518313037909,0.013441455481886973,0.020275221694255833,0.9897518313037909,0.9764684529442202,0.031036734945792573,0.04462994589850955,0.9764684529442202,0.9588417727143987,0.051500711561119544,0.03632573118059521,0.9588417727143987,-0.0,-0.0,1.0,0.0
0.9705112892674678,0.03840859736754725,0.046427180641921556,0.9705112892674678,NORMAL,0.9816590289198376,0.026122291345704086,0.03914944848715768,0.9816590289198376,0.9727052588345648,0.03720308898565402,0.045609764561461985,0.9727052588345648,0.9891961845766862,0.014203649462548321,0.021128040896385834,0.9891961845766862,0.9764684529442202,0.031036734945792573,0.04462994589850955,0.9764684529442202,0.9567583843882942,0.05389135814827441,0.036580383902725055,0.9567583843882942,-0.0,-0.0,1.0,0.0
0.9694958193999694,0.0395592834043106,0.04676893993474875,0.9694958193999694,NORMAL,0.9809834644473935,0.026947084800680487,0.03893182926012785,0.9809834644473935,0.9729600910212416,0.03687827889665047,0.04557604933286978,0.9729600910212416,0.9889399044798577,0.014541012775664096,0.022913536437542143,0.9889399044798577,0.9774839228117188,0.02986832529487131,0.041514419007311704,0.9774839228117188,0.9567583843882942,0.05389135814827441,0.035044426660756474,0.9567583843882942,-0.0,-0.0,1.0,0.0
0.9677869390662998,0.042292484902149305,0.04707695160957567,0.9677869390662998,NORMAL,0.9809834644473935,0.026947084800680487,0.03991011289734659,0.9809834644473935,0.973299996416296,0.036531785192771386,0.04442295209218301,0.973299996416296,0.9892392711101342,0.014116787432839704,0.023452579796677846,0.9892392711101342,0.9756645068472499,0.03212542868882308,0.044152331219091574,0.9756645068472499,0.9580715295491747,0.052374658670288926,0.03407392374214199,0.9580715295491747,-0.0,-0.0,1.0,0.0
0.9677869390662998,0.04229248490214895,0.045217349290104056,0.9677869390662998,NORMAL,0.9811813983101773,0.026722640141913827,0.03999964015412091,0.9811813983101773,0.9736760006290456,0.03612440335968823,0.04461235593989368,0.9736760006290456,0.9902180406473572,0.012848655196194103,0.021290920571307284,0.9902180406473572,0.9759621821406324,0.03171367847086631,0.04351817006301873,0.9759621821406324,0.9597426295139573,0.05033337286940906,0.03346928093591606,0.9597426295139573,-0.0,-0.0,1.0,0.0
0.9662526770336277,0.04519816100083138,0.0444251914695332,0.9662526770336277,NORMAL,0.9811813983101773,0.026722640141913827,0.03999964015412091,0.9811813983101773,0.9730508956920012,0.03673140421794142,0.04640150378298605,0.9730508956920012,0.9904421049704714,0.012572527235015776,0.02074515419579821,0.9904421049704714,0.9751550458890166,0.03298413516350901,0.04747938703246892,0.9751550458890166,0.9620112269261397,0.04743328171838956,0.03258056290213618,0.9620112269261397,-0.0,-0.0,1.0,0.0
0.9653990422112181,0.046179340108288454,0.04584287157890966,0.9653990422112181,NORMAL,0.9825125928799053,0.02493843783577698,0.03588106012420072,0.9825125928799053,0.9730508956920012,0.03673140421794213,0.04659717375303799,0.9730508956920012,0.9896623939202523,0.013611548150451949,0.022713940508253927,0.9896623939202523,0.9747058644413031,0.03371742247223344,0.05001673025044839,0.9747058644413031,0.9600560097183813,0.049495642244190945,0.0321310291135986,0.9600560097183813,-0.0,-0.0,1.0,0.0
0.965936881469056,0.04562209874053697,0.04641130399617784,0.965936881469056,NORMAL,0.9831113955156384,0.0242518402120929,0.033796837214345836,0.9831113955156384,0.9727109902969467,0.03707773294811026,0.047607316062305484,0.9727109902969467,0.9885226942320184,0.01520083808792764,0.02501743575928593,0.9885226942320184,0.9733927192804224,0.03528810009809102,0.05298625101905583,0.9733927192804224,0.9579961598433819,0.05162320276352721,0.03337736724068169,0.9579961598433819,-0.0,-0.0,1.0,0.0
