AccX_entropy,AccX_complexity,AccX_fisher,AccX_shannon,Class,AccY_entropy,AccY_complexity,AccY_fisher,AccY_shannon,AccZ_entropy,AccZ_complexity,AccZ_fisher,AccZ_shannon,GyroX_entropy,GyroX_complexity,GyroX_fisher,GyroX_shannon,GyroY_entropy,GyroY_complexity,GyroY_fisher,GyroY_shannon,GyroZ_entropy,GyroZ_complexity,GyroZ_fisher,GyroZ_shannon
0.9494059284107348,0.06705683032157318,0.06178890619051524,0.9494059284107348,Sudden-Left-Turn,0.9436531923657518,0.07107742846334242,0.0484059690058751,0.9436531923657518,0.9720529546059525,0.03733065599211094,0.042372375310791285,0.9720529546059525,0.9618481162381002,0.05230049402042782,0.07628925503714042,0.9618481162381002,0.9682947261920228,0.04099959183569181,0.02924399262156278,0.9682947261920228,0.9059331412601808,0.10721166161402074,0.08845175229033664,0.9059331412601808
0.949405928410735,0.06705683032157354,0.06260591995773566,0.949405928410735,Sudden-Left-Turn,0.9436531923657518,0.07107742846334242,0.0484059690058751,0.9436531923657518,0.9690822100238902,0.041227108427669794,0.044972865564786364,0.9690822100238902,0.9613939047990598,0.052788987157891945,0.0775906688337272,0.9613939047990598,0.9719330600772133,0.03651551296001122,0.026295693926423593,0.9719330600772133,0.9059331412601808,0.10721166161402074,0.08845175229033664,0.9059331412601808
0.9504279362023806,0.06615113185869625,0.0628019414997207,0.9504279362023806,Sudden-Left-Turn,0.9392752323632784,0.07713518069207008,0.0625663461940353,0.9392752323632784,0.9690822100238902,0.0412271084276705,0.04310407542351888,0.9690822100238902,0.9600913758027969,0.05393198785910674,0.07618936846866191,0.9600913758027969,0.9745405757587607,0.03296890933308762,0.02250169797236314,0.9745405757587607,0.9031434446919576,0.10918896699796975,0.09197498657595926,0.9031434446919576
0.9518053022217062,0.06467340658425468,0.062769351354361,0.9518053022217062,Sudden-Left-Turn,0.9376818538005416,0.07933467773670899,0.06856147839797674,0.9376818538005416,0.9650897653807481,0.04721831100135552,0.04753168541475961,0.9650897653807481,0.9614806156671166,0.05241415330820028,0.07618880208916153,0.9614806156671166,0.9762697752857364,0.03107817775716702,0.0224838369362844,0.9762697752857364,0.9026019233219521,0.10975981364929346,0.08952542567018715,0.9026019233219521
0.9557977468648483,0.05884295439905469,0.0592170558942203,0.9557977468648483,Sudden-Left-Turn,0.9366598460088957,0.08021192584624062,0.06855045235303957,0.9366598460088957,0.963798369110949,0.048370428372099185,0.05079235212077477,0.963798369110949,0.9614806156671166,0.05241415330820028,0.07742039330976468,0.9614806156671166,0.9769551642188857,0.030132051263356587,0.021066827123276677,0.9769551642188857,0.9043163433657913,0.10816962707387938,0.08626453431417294,0.9043163433657913
0.9570187991429335,0.057299748659949766,0.05678795594628115,0.9570187991429335,Sudden-Left-Turn,0.9326674013657537,0.08582409757659788,0.07120837364656933,0.9326674013657537,0.9655400946707368,0.046726925315273296,0.04791072640454776,0.9655400946707368,0.9650532664974523,0.04693003786576873,0.06944235490052357,0.9650532664974523,0.9775013538765638,0.029456838549414034,0.01966571125571415,0.9775013538765638,0.8996013293388044,0.11402535151753591,0.09827186880064444,0.8996013293388044
0.9590756960703388,0.05489156133686721,0.056590078667311604,0.9590756960703388,Sudden-Left-Turn,0.9305325014330115,0.08859623119151082,0.07336291439636589,0.9305325014330115,0.9643671959969031,0.047908410612797714,0.04847456694602216,0.9643671959969031,0.968625917327788,0.041403875755189314,0.06018083175616541,0.968625917327788,0.9762697752857362,0.03107817775716665,0.019161663979633446,0.9762697752857362,0.8981941139183932,0.11623795116440708,0.09836908175657035,0.8981941139183932
0.9611325929977441,0.052472516255577105,0.055016296512620494,0.9611325929977441,Sudden-Left-Turn,0.9305325014330115,0.08859623119151082,0.07099196211872436,0.9305325014330115,0.9660816160407425,0.046072064196308084,0.04823142153794623,0.9660816160407425,0.9679405283946388,0.04233359222569479,0.062370774062934085,0.9679405283946388,0.9796060893975416,0.026781442087077362,0.017093306818011116,0.9796060893975416,0.8981941139183932,0.11623795116440708,0.09380145983600137,0.8981941139183932
0.9567546329952709,0.0587398789103926,0.06445337089117568,0.9567546329952709,Sudden-Left-Turn,0.9296266205225435,0.08929495907121607,0.06612677770019489,0.9296266205225435,0.9660816160407425,0.046072064196308084,0.049794928587329666,0.9660816160407425,0.967097478187997,0.04321722423290557,0.0644082441036959,0.967097478187997,0.9809953292618613,0.025191158377713792,0.01664039760997361,0.9809953292618613,0.8995114734049818,0.11551406925653548,0.09346267801393565,0.8995114734049818
0.9557627823352767,0.05986099721315422,0.06227108645449254,0.9557627823352767,Sudden-Left-Turn,0.930263112954858,0.08878646120672999,0.06712277917811058,0.930263112954858,0.9660816160407425,0.04607206419630879,0.0481625273323038,0.9660816160407425,0.9680111684166585,0.0424381651534002,0.06789197038233839,0.9680111684166585,0.9809953292618613,0.025191158377713792,0.01935474290322614,0.9809953292618613,0.9006494075492437,0.11486879823292824,0.09570119482042949,0.9006494075492437
