AccX_entropy,AccX_complexity,AccX_fisher,AccX_shannon,Class,AccY_entropy,AccY_complexity,AccY_fisher,AccY_shannon,AccZ_entropy,AccZ_complexity,AccZ_fisher,AccZ_shannon,GyroX_entropy,GyroX_complexity,GyroX_fisher,GyroX_shannon,GyroY_entropy,GyroY_complexity,GyroY_fisher,GyroY_shannon,GyroZ_entropy,GyroZ_complexity,GyroZ_fisher,GyroZ_shannon
0.9686311718194274,0.04090010074461811,0.0339526104871597,0.9686311718194274,Sudden-Left-Turn,0.9480173520414962,0.06360322319171538,0.04018787178528454,0.9480173520414962,0.9811228712131912,0.024786823897963463,0.02106328179745617,0.9811228712131912,0.9675278667135092,0.041925593765638154,0.055493338823980276,0.9675278667135092,0.981343600738431,0.024105755438568743,0.016650727589379237,0.981343600738431,0.9201850884352539,0.0967338048730516,0.08124080891908969,0.9201850884352539
0.9683210207746525,0.04119582539816093,0.035980783289802296,0.9683210207746525,Sudden-Left-Turn,0.9472420461384535,0.06455220661987511,0.04208846019133447,0.9472420461384535,0.9796136062934974,0.026758331043796015,0.022459293028521787,0.9796136062934974,0.9688666248887471,0.040182977283992595,0.053736397068663413,0.9688666248887471,0.9819722574080723,0.023483799155353403,0.0158378707927865,0.9819722574080723,0.9210387232576638,0.0958493534793139,0.07971628344999118,0.9210387232576638
0.9696341659355333,0.0396418290356355,0.03700189348102887,0.9696341659355333,Sudden-Left-Turn,0.9445176959372855,0.06826227866247438,0.047720007735842965,0.9445176959372855,0.9787046526129897,0.027744285911173183,0.023473016843492574,0.9787046526129897,0.9685247882130389,0.04052725352413583,0.05566710516681695,0.9685247882130389,0.9824526018280145,0.022879696111745167,0.01581430355988077,0.9824526018280145,0.9208768882125754,0.09598964703366379,0.08280858785464783,0.9208768882125754
0.9711434308552274,0.037711272148590394,0.03510124088483443,0.9711434308552274,Sudden-Left-Turn,0.9434128843922875,0.06984440031735145,0.05099808373863822,0.9434128843922875,0.9782554711652759,0.028482758936658862,0.023393568935125543,0.9782554711652759,0.9691269931364748,0.03985885234144199,0.05424972124550146,0.9691269931364748,0.9820744612276925,0.023297078397318944,0.016373019012812663,0.9820744612276925,0.9206540897895918,0.09622509236270614,0.08132374571540084,0.9206540897895918
0.9718189953276712,0.03690260835363125,0.03696388585822809,0.9718189953276712,Sudden-Left-Turn,0.9431580522056109,0.0701498432330277,0.05139392594981893,0.9431580522056109,0.978854273801009,0.02780143593663277,0.024136620084684302,0.978854273801009,0.9685194921387767,0.04093719064145418,0.054650147112963815,0.9685194921387767,0.9822985255508068,0.023025652670111793,0.016278566803544187,0.9822985255508068,0.9230595707440779,0.09345957187938275,0.07549905393142566,0.9230595707440779
0.9715641631409945,0.0372270083506822,0.03663943687961366,0.9715641631409945,Sudden-Left-Turn,0.9405189786279408,0.07450397856169855,0.05285377494418825,0.9405189786279408,0.979540429058533,0.027084491917431026,0.023718577061877938,0.979540429058533,0.9690751388658814,0.040206593723925224,0.055942768785659215,0.9690751388658814,0.9828541722779115,0.022273872358004793,0.016115037028646098,0.9828541722779115,0.9230595707440779,0.09345957187938275,0.07549905393142566,0.9230595707440779
0.9715641631409945,0.0372270083506822,0.03663943687961366,0.9715641631409945,Sudden-Left-Turn,0.9389365364732826,0.07661937044871886,0.051336458984727495,0.9389365364732826,0.9805136688243593,0.02584551770517788,0.022747962507010368,0.9805136688243593,0.9679047405789973,0.041493922408761284,0.058294850222889674,0.9679047405789973,0.9828541722779115,0.022273872358004432,0.01486187626913822,0.9828541722779115,0.9187629552520319,0.09913877273708878,0.07945254285221266,0.9187629552520319
0.9715641631409945,0.0372270083506822,0.03663943687961366,0.9715641631409945,Sudden-Left-Turn,0.9383840289932235,0.0773022724935465,0.05100960554710617,0.9383840289932235,0.9808535742194138,0.02549231107656341,0.022743139794946396,0.9808535742194138,0.9679047405789973,0.041493922408761284,0.059624342092360595,0.9679047405789973,0.9830033309821412,0.022131171000824484,0.015109208002839882,0.9830033309821412,0.9191836875377988,0.09871055930702576,0.07882011347926109,0.9191836875377988
0.9686914969401403,0.04125601868902613,0.0433280104385104,0.9686914969401403,Sudden-Left-Turn,0.9409465441493027,0.07379292704102278,0.04908094206001739,0.9409465441493027,0.9803653528246732,0.02598698403801051,0.023615382251157713,0.9803653528246732,0.9686844516292161,0.04050066404118019,0.058764527636830335,0.9686844516292161,0.9835442261448534,0.021548311606585147,0.014638341249918595,0.9835442261448534,0.9227535560254976,0.09459883993845844,0.0721145125587554,0.9227535560254976
0.9670931522372699,0.04306283853353913,0.04579972021614607,0.9670931522372699,Sudden-Left-Turn,0.943066825561799,0.07113943920978784,0.049142381082186555,0.943066825561799,0.9796897883522295,0.02681073560320574,0.025226701933771523,0.9796897883522295,0.9697592547749182,0.039476730914449844,0.05906907403978441,0.9697592547749182,0.9847020777953941,0.020102688797776505,0.014496467021703255,0.9847020777953941,0.9251713607043988,0.09216971274979315,0.06892616471403044,0.9251713607043988
